CPV Division,CPV 4-digit,Description (sample),Award Count,Total Value £,Avg Value £
50,5019,Demolition services of vehicles,35,52245100000.0,1492717142.86
50,5021,Aircraft maintenance services,33,4482831424.12,128080897.83
50,5050,"Repair and maintenance services for pumps, valves, taps and metal containers and machinery",31,6592290169.81,212654521.61
50,5022,Railway-track maintenance services,26,2467497471.67,79596692.63
50,5043,Calibration services,24,72520401490.4,3021683395.43
50,5076,Repair and maintenance of public conveniences,20,4859072590.2,242953629.51
50,5087,Repair and maintenance services of playground equipment,19,2035048144.51,107107797.08
50,5063,Repair and maintenance services of military vehicles,19,710990722.0,37420564.32
50,5024,Buoy maintenance services,19,30661918154.2,1135626598.3
50,5066,Repair and maintenance services of military electronic systems,18,7899213380.37,438845187.8
50,5060,Repair and maintenance services of security and defence materials,17,83901065590.4,4935356799.44
50,5040,Repair and maintenance services of medical and precision equipment,17,906307233.83,53312190.23
50,5084,Repair and maintenance services of weapon systems,15,711198975.4,47413265.03
50,5074,Repair and maintenance services of escalators,11,70145000000.0,6376818181.82
50,5073,Repair and maintenance services of cooler groups,9,175668500.0,19518722.22
50,5064,Repair and maintenance services of warships,6,1394476329.33,232412721.55
50,5062,Repair and maintenance services of firearms and ammunition,4,158400159.6,39600039.9
50,5065,"Repair and maintenance services of military aircrafts, missiles and spacecrafts",3,343838785.0,114612928.33
50,5083,Repair services of garments and textiles,1,3500000000.0,3500000000.0
51,5170,Installation services of fire protection equipment,267,48093344000.0,180124883.9
51,5111,Installation services of electrical equipment,163,22338464959.45,136210152.19
51,5110,Installation services of electrical and mechanical equipment,138,121751197533.45,882255054.59
51,5100,Installation services (except software),105,136589441475.0,1300851823.57
51,5181,Installation services of tanks,88,9042476888.0,102755419.18
51,5131,"Installation services of radio, television, sound and video equipment",71,11050000000.0,155633802.82
51,5130,Installation services of communications equipment,63,12433805520.0,197361992.38
51,5151,"Installation services of lifting and handling equipment, except lifts and escalators",58,2250718684.0,38805494.55
51,5161,Hardware installation services,36,35518059642.0,866294137.61
51,5112,Installation services of flagpoles,20,71302489240.0,3565124462.0
51,5141,Installation services of dental and subspecialty equipment,15,390553363.0,26036890.87
51,5140,Installation services of medical and surgical equipment,12,10350000000.0,862500000.0
51,5150,Installation services of machinery and equipment,7,3048819000.0,435545571.43
51,5160,Installation services of computers and office equipment,6,4149819000.0,691636500.0
51,5162,Installation services of office equipment,4,51460000.0,12865000.0
51,5134,Installation services of line telephony equipment,3,7008000000.0,2336000000.0
51,5113,Installation services of compressors,3,467715904.0,155905301.33
51,5190,Installation services of guidance and control systems,2,3023819000.0,1511909500.0
51,5120,"Installation services of equipment for measuring, checking, testing and navigating",2,37049220.0,18524610.0
51,5114,Installation services of diesel engines,2,29000000.0,14500000.0
51,5154,"Installation services of laundry washing, dry-cleaning and drying machines",1,12000000.0,12000000.0
51,5143,Installation services of laboratory equipment,1,510000000.0,510000000.0
51,5132,Installation services of radio transmitters,1,175000000.0,175000000.0
51,5121,Installation services of parking meter equipment,1,13500000.0,13500000.0
55,5552,Catering services,201,291673535229.08,985383564.96
55,5525,Letting services of short-stay furnished accommodation,104,26043734828.0,250420527.19
55,5550,Canteen and catering services,84,170735143626.0,2032561233.64
55,5524,Children's holiday-camp services,65,13153900000.0,202367692.31
55,5530,Restaurant and food-serving services,63,80077042895.67,1271064172.95
55,5511,Hotel accommodation services,31,29690906000.0,957771161.29
55,5500,"Hotel, restaurant and retail trade services",29,172799095415.67,5958589497.09
55,5512,Hotel meeting and conference services,20,30024777204.0,1501238860.2
55,5513,Other hotel services,15,29396500000.0,1959766666.67
55,5510,Hotel services,15,29365906000.0,1957727066.67
55,5590,Retail trade services,14,74195034316.0,5299645308.29
55,5551,Canteen management services,8,1335131069.67,102702389.97
55,5540,Beverage-serving services,8,618911069.67,77363883.71
55,5520,Camping sites and other non-hotel accommodation,8,13427000000.0,1678375000.0
55,5533,Cafeteria services,7,493618090.0,70516870.0
55,5532,Meal-serving services,7,455839902.0,65119986.0
55,5541,Bar management services,4,350500000.0,87625000.0
55,5531,Restaurant waiter services,1,30000000.0,30000000.0
55,5527,Services provided by bed and breakfast establishments,1,12500000000.0,12500000000.0
55,5522,Camping-site services,1,12500000000.0,12500000000.0
55,5521,Youth hostel services,1,12500000000.0,12500000000.0
60,6000,Transport services (excl. Waste transport),325,242883672372.43,747334376.53
60,6017,Hire of buses and coaches with driver,243,107162929546.07,234492187.19
60,6013,Special-purpose road passenger-transport services,213,23934426135.45,112368197.82
60,6012,Taxi services,188,108468012951.79,576957515.7
60,6011,Public road transport services,179,21311056003.21,119056178.79
60,6010,Road transport services,101,28121611147.87,278431793.54
60,6042,Air-charter services,62,247827674237.61,2155023254.24
60,6018,Hire of goods-transport vehicles with driver,54,16870656150.0,103500957.98
60,6040,Air transport services,51,89725652309.61,1759326515.87
60,6020,Railway transport services,45,39718882355.91,882641830.13
60,6041,Scheduled air transport services,44,96753163578.61,2150070301.75
60,6014,Non-scheduled passenger transport,41,13319025810.37,324854288.06
60,6016,Mail transport by road,34,123402770910.0,1928168295.47
60,6065,Anti-pollution ship services,17,127231854867.0,2446766439.75
60,6060,Water transport services,13,22031575000.0,1694736538.46
60,6044,Aerial and related services,9,1505374866.0,100358324.4
60,6022,Mail transport by railway,4,8134300000.0,2033575000.0
60,6064,Shipping operations,2,7125000000.0,3562500000.0
60,6061,Ferry transport services,2,7800000000.0,3900000000.0
60,6062,Transport by water of mail,1,65800000.0,65800000.0
60,6030,Pipeline transport services,1,7713434.0,7713434.0
63,6312,Gas storage services,205,119961149371.24,412237626.71
63,6371,Bridge and tunnel operation services,110,177785282743.64,1097440016.94
63,6352,Freight transport agency services,45,64059307721.46,1256064857.28
63,6372,Anchor handling services,36,143550976998.56,2658351425.9
63,6351,Sale of travel tickets and package tours services,36,193337853330.58,2685247962.92
63,6300,Supporting and auxiliary transport services; travel agencies services,28,106630252187.66,3808223292.42
63,6370,"Support services for land, water and air transport",18,94245575000.0,5235865277.78
63,6350,"Travel agency, tour operator and tourist assistance services",16,29364500000.0,1835281250.0
63,6373,Aircraft refuelling services,7,85663934833.6,10707991854.2
63,6311,Baggage handling services,5,17672770520.94,2209096315.12
63,6310,Cargo handling and storage services,5,8244465910.0,1648893182.0
64,6421,Communication land-line rental,264,55973712452.02,154197554.96
64,6420,Telecommunications services,223,40493152847.4,181583645.06
64,6410,Post and courier services,139,141811890210.34,1020229425.97
64,6412,Courier services,84,250725080190.34,1340775829.89
64,6422,Air-to-ground telecommunications services,46,37307983917.0,592190220.9
64,6411,Mailbox rental,42,80893356353.96,1498025117.67
64,6400,Postal and telecommunications services,16,86787700000.0,5424231250.0
65,6550,Meter reading service,35,163026000000.0,4657885714.29
65,6500,Public utilities,28,171085944966.12,6110212320.22
65,6510,Water distribution and related services,26,93961875379.0,3613918283.81
65,6540,Other sources of energy supplies and distribution,19,98747708402.47,5197247810.66
65,6520,Gas distribution and related services,19,98413846259.12,5179676118.9
65,6530,Electricity distribution and related services,17,98504219136.83,5794365831.58
65,6541,Operation of a power plant,7,1390263658.0,198609094.0
65,6532,Operation of electrical installations,7,1241291416.17,177327345.17
65,6511,Drinking-water distribution,6,1173800000.0,117380000.0
65,6513,Operation of water supplies,5,90266000.0,18053200.0
65,6531,Electricity distribution,3,56380459.0,18793486.33
65,6521,Gas distribution,2,236580459.0,118290229.5
66,6617,Financial consultancy services,245,67647796494.0,208147066.14
66,6651,Accident and health insurance services,238,75074225070.25,131478502.75
66,6600,Financial and insurance services,160,124621997609.21,778887485.06
66,6611,Banking services,155,60166434884.5,362448402.92
66,6614,Pension fund management services,93,30857500000.0,331801075.27
66,6652,Group pension services,69,20843606047.68,221740489.87
66,6612,Corporate finance and venture capital services,52,23166888438.0,379785056.36
66,6660,Treasury services,51,2489642488.5,48816519.38
66,6615,Electronic marketplace retailing services,28,7933733134.0,132228885.57
66,6650,Insurance and pension services,24,1673580428.9,69732517.87
66,6613,Pension investment services,23,4915400000.0,213713043.48
66,6610,Banking and investment services,17,17521605734.0,1030682690.24
66,6616,Custody services,13,857953335.68,65996410.44
66,6619,Loan brokerage services,3,267650000.0,89216666.67
66,6618,Foreign exchange services,3,321420000.0,107140000.0
66,6672,Accident and health reinsurance services,1,600000000.0,600000000.0
66,6671,Life reinsurance services,1,600000000.0,600000000.0
66,6670,Reinsurance services,1,600000000.0,600000000.0
70,7033,Commercial property management services,349,305177141535.13,476095384.61
70,7012,Building purchase services,155,305879000000.0,514082352.94
70,7011,Development of non-residential real estate,141,393409003648.6,1199417694.05
70,7000,Real estate services,135,186331793055.71,1380235504.12
70,7021,Residential property renting or leasing services,76,89877386926.0,1182597196.39
70,7030,Real estate agency services on a fee or contract basis,73,34201774083.2,468517453.19
70,7031,Building rental or sale services,72,15650380000.0,158084646.46
70,7022,Non-residential property renting or leasing services,67,8531500000.0,127335820.9
70,7013,Letting services of own property,53,20703000000.0,390622641.51
70,7032,Land rental or sale services,50,14715000000.0,141490384.62
70,7010,Real estate services with own property,37,15981100000.0,431921621.62
70,7020,Renting or leasing services of own property,28,9350000000.0,333928571.43
70,7034,Time-sharing services,27,3350000000.0,124074074.07
71,7131,Advisory and consultative engineering services,1674,1646091180046.01,206096304.0
71,7100,"Architectural, construction, engineering and inspection services",672,235643378802.19,350659789.88
71,7133,Corrosion engineering services,651,272429487842.27,238973234.95
71,7132,Ancillary building services,648,632716157224.01,461163379.9
71,7124,"Approval plans, working drawings and specifications",549,276692466253.69,279487339.65
71,7135,Aerial mapping services,483,217446621948.96,230345997.83
71,7154,Construction management services,449,72894546276.6,118335302.4
71,7120,Architectural and related services,442,145097393216.96,328274645.29
71,7153,Construction consultancy services,413,41754508432.45,101100504.68
71,7122,Architectural design services,400,152351706194.97,166686768.27
71,7163,Bridge-inspection services,393,108864199642.88,138504070.79
71,7180,Consulting services for water-supply and waste consultancy,357,144473331212.2,404687202.28
71,7125,Architectural and building-surveying services,349,65163087857.89,128526800.51
71,7160,"Technical testing, analysis and consultancy services",317,221322107546.55,698176995.41
71,7121,Advisory architectural services,312,43748894747.2,140220816.5
71,7170,Monitoring and control services,282,149137654747.2,528856931.73
71,7190,Laboratory services,248,184755555795.15,744982079.82
71,7130,Engineering services,243,140980058543.18,580164849.97
71,7141,Urban planning services,231,43010282205.96,186191697.86
71,7142,Landscape architectural services,229,48539635946.28,210128294.14
71,7150,Construction-related services,182,212315189973.68,1166566977.88
71,7140,Urban planning and landscape architectural services,182,133336158124.2,732616253.43
71,7152,Construction supervision services,160,65185588764.65,271606619.85
71,7162,Analysis services,130,20150423334.0,152654722.23
71,7123,Organisation of architectural design contests,111,30759501216.2,277112623.57
71,7173,Industrial inspection services,78,390700000.0,5008974.36
71,7151,Site-investigation services,64,14059201216.2,219675019.0
71,7161,Composition and purity testing and analysis services,31,4736000000.0,152774193.55
71,7134,Integrated engineering services,30,5737975000.0,191265833.33
71,7155,Blacksmith services,1,1800000000.0,1800000000.0
72,7200,"IT services: consulting, software development, Internet and support",1144,991836867199.06,866990268.53
72,7222,Business analysis consultancy services,1105,1272791024849.54,632285655.66
72,7221,Accounting software development services,427,353699719145.87,251743572.35
72,7226,Maintenance of information technology software,370,239380659007.26,332012009.72
72,7220,Software programming and consultancy services,342,86156131874.03,251918514.25
72,7250,Computer-related services,295,84707722642.58,287144822.52
72,7240,Internet services,278,77620395826.98,279210056.93
72,7230,Data services,266,59810213332.51,224850426.06
72,7251,Computer facilities management services,231,195216702579.51,677835772.85
72,7260,Computer support and consultancy services,230,83302776099.21,362185983.04
72,7280,Computer audit and testing services,212,60511300000.0,285430660.38
72,7231,Batch processing services,201,160158545886.79,265163155.44
72,7225,Computer archiving services,196,153958501320.4,459577615.88
72,7210,Hardware consultancy services,165,28736817675.48,174162531.37
72,7270,Computer network services,154,37473874839.88,243336849.61
72,7224,Contract systems analysis and programming services,132,79506204678.56,441701137.1
72,7241,Application service providers,115,39088833788.0,289546916.95
72,7290,Computer back-up and catalogue conversion services,108,15413785044.45,142720231.89
72,7232,Added-value database services,97,34366117321.85,327296355.45
72,7223,Custom software development services,65,62595234650.75,812925125.33
72,7271,Local area network services,48,20241778776.88,421703724.52
72,7259,Computer-related professional services,48,12103071370.45,205136802.89
72,7261,Computer support services,46,22443274991.8,374054583.2
72,7272,Wide area network services,42,16405827164.85,390614932.5
72,7212,Hardware disaster-recovery consultancy services,42,8112075712.31,193144659.82
72,7242,Internet development services,41,29169647479.48,428965404.11
72,7254,Computer expansion services,31,21945400000.0,255179069.77
72,7215,Computer audit consultancy and hardware consultancy services,29,4442142764.0,153177336.69
72,7214,Computer hardware acceptance testing consultancy services,22,3695750000.0,167988636.36
72,7211,Hardware selection consultancy services,22,3728000000.0,169454545.45
72,7291,Computer back-up services,20,4452000000.0,222600000.0
72,7281,Computer audit services,20,4605284943.75,230264247.19
72,7282,Computer testing services,19,3296238233.75,173486222.83
72,7213,Computer-site planning consultancy services,16,3522142764.0,220133922.75
72,7233,Content or data standardization and classification services,4,1356000000.0,339000000.0
72,7292,Computer catalogue conversion services,1,60000000.0,60000000.0
73,7300,Research and development services and related consultancy services,191,192376562352.76,1007207132.74
73,7321,Research consultancy services,149,18085258475.0,121377573.66
73,7343,Test and evaluation,133,24284638315.0,182591265.53
73,7342,Development of military electronic systems,117,14160833342.0,121032763.61
73,7322,Development consultancy services,98,18213296662.67,185849965.95
73,7311,Marine research services,80,21746378775.37,226524778.91
73,7320,Research and development consultancy services,63,3037439964.0,48213332.76
73,7310,Research and experimental development services,38,2288958695.16,60235755.14
73,7330,Design and execution of research and development,30,3820040988.0,127334699.6
73,7341,Military research and technology,5,1832740277.58,366548055.52
73,7312,Experimental development services,4,1308750000.0,327187500.0
73,7340,Research and Development services on security and defence materials,2,26380000.0,13190000.0
75,7524,Bailiff services,358,134521886978.52,248654134.9
75,7525,Fire-brigade and rescue services,332,97790871197.23,294550816.86
75,7523,Imprisonment services,202,27587735994.31,113998909.07
75,7513,General personnel services for the government,138,215295861805.08,1092872394.95
75,7522,Civil defence services,137,125723036852.59,771306974.56
75,7512,Administrative educational services,119,107946659552.52,907114786.16
75,7521,Consular services,106,25838316073.0,241479589.47
75,7510,Administration services,102,61492796810.85,602870556.97
75,7511,Administrative development project services,97,64948466571.41,636749672.27
75,7520,Provision of services to the community,81,25409208420.64,313693931.12
75,7531,Benefit services,56,34950880373.41,506534498.17
75,7500,"Administration, defence and social security services",55,111525925207.49,2027744094.68
75,7530,Compulsory social security services,40,19947523328.0,498688083.2
75,7534,Child allowances,16,16038180573.5,1002386285.84
75,7532,Government employee pension schemes,5,2033579887.0,406715977.4
75,7533,Family allowances,3,15039280573.5,5013093524.5
76,7600,Services related to the oil and gas industry,6,195000000.0,32500000.0
76,7660,Pipeline-inspection services,3,33907530.0,11302510.0
76,7652,Offshore supply-vessel services,2,25703679.0,12851839.5
76,7634,Core drilling,2,40071951.22,20035975.61
76,7632,Offshore drilling services,2,40071951.22,20035975.61
76,7610,Professional services for the gas industry,2,133000000.0,66500000.0
77,7731,Grassing services,258,361447188984.83,868863435.06
77,7721,Timber harvesting services,221,100321466536.29,219521808.61
77,7720,Forestry services,125,5530197002.0,44241576.02
77,7730,Horticultural services,115,166528428765.28,1448073293.61
77,7734,Hedge trimming,99,173144366181.87,1024522876.82
77,7710,Agricultural services,49,481400000.0,9824489.8
77,7700,"Agricultural, forestry, horticultural, aquacultural and apicultural services",45,81724718601.56,1816104857.81
77,7711,Hire of agricultural machinery with operator,40,639040408.0,8408426.42
77,7732,Sports fields maintenance services,27,163108732980.49,6041064184.46
77,7740,Zoological services,11,88000000.0,8000000.0
77,7712,Composting services,11,1168747500.0,106249772.73
77,7723,Forestry management services,8,70051125000.0,8756390625.0
77,7733,Floral-display services,3,175712000.0,58570666.67
77,7780,Aquaculture services,1,101100000.0,101100000.0
77,7750,Animal husbandry services,1,7498935.0,7498935.0
79,7999,Archiving services,1131,1291530153166.8,795277187.91
79,7941,Business and management consultancy services,961,506838643694.37,279557994.32
79,7910,Legal services,677,59718921110.03,88211109.47
79,7971,Absconder-tracing services,660,396115746632.65,314377576.69
79,7934,Advertising and marketing services,444,631559136186.38,567438576.99
79,7962,Supply services of commercial or industrial workers,398,430102627823.24,808463586.13
79,7911,Legal advisory and representation services,357,77459434000.09,135893743.86
79,7960,Recruitment services,348,349027582884.34,1002952824.38
79,7921,Accounting and auditing services,324,445474035133.9,437597284.02
79,7913,Certification services,314,42798600000.09,115050000.0
79,7914,Legal advisory and information services,295,13334188938.03,45200640.47
79,7900,"Business services: law, marketing, consulting, recruitment, printing and security",282,221068966340.34,783932504.75
79,7940,Business and management consultancy and related services,280,158758946567.5,566996237.74
79,7951,Call centre,249,144740035400.96,465402043.09
79,7931,Economic impact assessment,238,66772763089.32,164060842.97
79,7942,Arbitration and conciliation services,212,43070821367.59,163147050.63
79,7982,Composition services,207,72464037801.4,139086444.92
79,7954,Interpretation services,200,60914628804.98,304573144.02
79,7953,Translation services,196,60854030429.98,310479747.09
79,7994,Collection agency services,175,7240055395.0,40904267.77
79,7961,Employee relocation services,169,155691324266.41,704485630.16
79,7993,Design support services,155,16812701216.2,67250804.86
79,7920,"Accounting, auditing and fiscal services",148,65941789265.34,445552630.17
79,7970,Investigation and security services,139,20799186517.0,149634435.37
79,7995,Auction organisation services,136,103199604313.8,633126406.83
79,7972,Detective agency services,117,6787463118.0,56562192.65
79,7963,Assessment centre services for recruitment,117,169508011376.9,546800036.7
79,7922,Custom broker services,113,23697489996.0,168067304.94
79,7990,Miscellaneous business and business-related services,85,17860801526.8,210127076.79
79,7981,Digital printing services,70,96514555722.33,1191537724.97
79,7930,Market and economic research; polling and statistics,58,8475932142.0,146136761.07
79,7950,Office-support services,56,44876407079.34,801364412.13
79,7957,Mailing services,50,62110127581.98,1035168793.03
79,7980,Printing and related services,43,14354324604.1,333821502.42
79,7996,Advertising photography services,41,2363400159.6,20374139.31
79,7952,Photocopying services,34,42346580287.88,1114383691.79
79,7955,Typing services,30,41400000000.0,1335483870.97
79,7956,Filing services,23,40000000000.0,1739130434.78
79,7997,Bookbinding and finishing services,18,10081925757.0,530627671.42
79,7912,Patent and copyright consultancy services,18,732368476.03,40687137.56
79,7992,Packaging and related services,10,13248631958.4,1104052663.2
79,7998,Subscription services,6,1403000000.0,233833333.33
79,7933,Statistical services,2,1290000000.0,645000000.0
79,7932,Public-opinion polling services,2,23302108.0,11651054.0
79,7991,Management holdings services,1,26994980.0,26994980.0
79,7943,Crisis management services,1,12500000000.0,12500000000.0
80,8000,Education and training services,1143,4568534592441.3,3996968147.37
80,8050,Training services,460,111340353517.61,242044246.78
80,8010,Primary education services,267,8772064948.0,32854175.84
80,8020,Secondary education services,235,9905752119.0,42152136.68
80,8053,Computer courses,226,54496357247.77,123294925.9
80,8042,E-learning services,167,21153368049.64,126666874.55
80,8040,Adult and other education services,166,14615781919.95,88046879.04
80,8051,Specialist training services,149,87019940671.68,437286134.03
80,8052,Training facilities,140,15540436881.43,86818083.14
80,8057,Personal development training services,135,4613371797.68,34173124.43
80,8034,Special education services,122,8114732208.0,66514198.43
80,8021,Technical and vocational secondary education services,111,11098543074.0,60647776.36
80,8011,Pre-school education services,95,6972420202.0,73393896.86
80,8030,Higher education services,78,5377817831.0,68946382.45
80,8031,Youth education services,68,1699418159.0,24991443.51
80,8059,Tutorial services,61,1536105874.0,25182063.51
80,8054,Environmental training services,40,3539550000.0,88488750.0
80,8055,Safety training services,36,6028369000.0,167454694.44
80,8056,First-aid training services,28,9604566424.91,162789261.44
80,8041,Driving-school services,25,1668350000.0,59583928.57
80,8060,Training services in defence and security materials,20,3569819000.0,178490950.0
80,8043,Adult-education services at university level,19,981115262.0,51637645.37
80,8049,Operation of an educational centre,17,2608500000.0,153441176.47
80,8058,Provision of language courses,13,2699383982.04,207644921.7
80,8032,Medical education services,13,697027592.0,53617507.08
80,8033,Safety education services,11,595550000.0,54140909.09
80,8066,Training and simulation in military electronic systems,8,7061286496.89,882660812.11
80,8065,"Training and simulation in aircrafts, missiles and spacecrafts",7,1064368144.36,152052592.05
80,8062,Training and simulation in firearms and ammunition,5,405310140.7,81062028.14
80,8061,Training and simulation in security equipment,4,3071819000.0,767954750.0
85,8500,Health and social work services,4527,742420762328.8,163998401.22
85,8510,Health services,2477,643108539078.88,259632030.31
85,8531,Child daycare services,1435,911886764488.13,338613726.14
85,8530,Social work and related services,1167,533599439785.43,457240308.3
85,8514,Advisory services provided by nurses,794,188381843013.63,165537647.64
85,8511,Bacteriological analysis services,617,696049509489.42,754934392.07
85,8512,Cardiology services,510,236552536756.05,295321519.05
85,8532,Administrative social services,490,75766955722.8,129295146.28
85,8513,Dental practice and related services,185,3053080330.75,15497869.7
85,8515,Medical imaging services,151,38345876839.0,253946204.23
85,8520,Veterinary services,98,13333978833.55,136061008.51
85,8516,Optician services,35,2424619113.0,69274831.8
90,9051,Household-refuse collection services,424,600115865871.08,694578548.46
90,9071,Activity specific environmental auditing services,413,453120946684.89,350170747.05
90,9050,Refuse and waste related services,410,197096299176.85,480722680.92
90,9070,Environmental services,402,195055276364.44,485212130.26
90,9065,Asbestos removal services,397,140802509814.18,354666271.57
90,9091,Accommodation cleaning services,379,309952428209.13,429892410.83
90,9052,Clinical-waste collection services,217,159670510455.8,280616011.35
90,9092,Disinfecting and exterminating services,192,199235929264.0,709024659.3
90,9073,Air quality management,153,47550185636.52,251588283.79
90,9090,Cleaning and sanitation services,140,223694399043.95,1597817136.03
90,9000,"Sewage, refuse, cleaning and environmental services",127,177174583907.98,1395075463.84
90,9072,Endangered species protection services,100,18038186816.7,147853990.3
90,9062,Snow-clearing services,94,86116557019.48,916133585.31
90,9060,"Cleaning and sanitation services in urban or rural areas, and related services",36,74892321628.68,2080342267.46
90,9049,Sewage treatment consultancy services,36,5519147400.0,153309650.0
90,9053,Landfill management services,29,7540650414.0,228504558.0
90,9064,Gully cleaning and emptying services,23,77374979732.71,2865739990.1
90,9046,Cesspool or septic tank emptying services,21,71470250000.0,3403345238.1
90,9061,Street-cleaning and sweeping services,19,6359543472.55,219294602.5
90,9069,Graffiti removal services,17,74765875529.48,4397992678.2
90,9048,Sewerage management services,16,845000000.0,52812500.0
90,9045,Treatment services of septic tanks,15,2115000000.0,141000000.0
90,9043,Sewage disposal services,14,2060000000.0,147142857.14
90,9042,Sewage treatment services,14,2060000000.0,147142857.14
90,9041,Sewage removal services,13,1965000000.0,151153846.15
90,9047,Sewer cleaning services,10,798847759.71,79884775.97
90,9040,Sewage services,9,5945000000.0,660555555.56
90,9074,Pollutants tracking and monitoring and rehabilitation services,6,250401797.63,31300224.7
90,9063,Ice-clearing services,6,6087656465.68,1014609410.95
90,9044,Treatment services of cesspools,3,1350000000.0,450000000.0
90,9068,Beach cleaning services,2,560000000.0,280000000.0
90,9067,Disinfecting and exterminating services in urban or rural areas,1,200000000.0,200000000.0
90,9066,Deleading services,1,8000000.0,8000000.0
92,9251,Archive destruction services,120,16775335000.0,111094933.77
92,9200,"Recreational, cultural and sporting services",104,3835935936.0,36883999.38
92,9211,Advertising film production,39,388400000.0,5044155.84
92,9222,Closed circuit television services,35,8045603624.46,223488989.57
92,9261,Sports facilities operation services,32,72418236732.01,2263069897.88
92,9221,General Mobile Radio Services/Family Radio Services (GMRS/FRS),30,8191297736.0,264235410.84
92,9234,Ballroom dance-instruction services,29,2745676296.0,24960693.6
92,9220,Radio and television services,29,5471318473.0,188666154.24
92,9262,Sport-related services,13,2858961526.0,190597435.07
92,9260,Sporting services,13,524635498.42,40356576.8
92,9231,Artistic services,10,4287025000.0,158778703.7
92,9230,Entertainment services,5,364000000.0,72800000.0
92,9252,Preservation services of historical buildings,4,128000000.0,16000000.0
92,9250,"Library, archives, museums and other cultural services",4,1592933418.0,398233354.5
92,9232,Arts-facility operation services,3,313000000.0,104333333.33
92,9235,Lottery operating services,2,15767932296.0,7883966148.0
92,9253,Botanical and zoological garden services and nature reserve services,1,40000000.0,40000000.0
92,9233,Recreational-area services,1,25000000.0,25000000.0
98,9800,"Other community, social and personal services",530,57486521518.66,108465134.94
98,9834,Accommodation and office services,243,250595984116.63,846608054.45
98,9835,Car park management services,108,191299938358.7,1131952297.98
98,9831,Laundry-collection services,80,386230556237.88,3448487109.27
98,9839,Decommissioning services,76,222335495220.94,2779193690.26
98,9811,Nuclear safety services,47,13848635272.52,288513234.84
98,9820,Equal opportunities consultancy services,43,13030899952.0,303044184.93
98,9830,Miscellaneous services,37,17376884209.0,469645519.16
98,9833,Physical well-being services,34,1094244074.0,32183649.24
98,9836,Diving services,32,10546667412.28,277543879.27
98,9813,Civic betterment and community facility support services,23,2028414575.0,48295585.12
98,9891,Services specific to international organisations and bodies,17,9369251216.2,551132424.48
98,9851,Domestic services,17,2289539081.0,134678769.47
98,9890,Services provided by extra-territorial organisations and bodies,4,29250000.0,7312500.0
98,9837,Cemetery maintenance services,4,98934308.49,19786861.7
98,9850,Private households with employed persons,2,40494699.0,20247349.5
